procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 KST
 0  0      0 31475668   5504 6110280    0    0     0     0 3987 4358  0  0 100  0  0 2025-08-25 13:25:46
 0  0      0 31475668   5504 6110280    0    0     0     4  900 1424  0  0 100  0  0 2025-08-25 13:25:47
 0  0      0 31475668   5504 6110280    0    0     0     0  822 1344  0  0 100  0  0 2025-08-25 13:25:48
 0  0      0 31475668   5504 6110280    0    0     0    40  863 1366  0  0 100  0  0 2025-08-25 13:25:49
 0  0      0 31475668   5504 6110280    0    0     0     0  843 1351  0  0 100  0  0 2025-08-25 13:25:50
 0  0      0 31475668   5504 6110280    0    0     0     8  911 1427  0  0 100  0  0 2025-08-25 13:25:51
 0  0      0 31475668   5504 6110280    0    0     0     0  799 1333  0  0 100  0  0 2025-08-25 13:25:52
 0  0      0 31475668   5504 6110280    0    0     0     4  833 1357  0  0 100  0  0 2025-08-25 13:25:53
 0  0      0 31475668   5504 6110280    0    0     0    52 1056 1684  0  0 100  0  0 2025-08-25 13:25:54
 0  0      0 31475668   5504 6110280    0    0     0     0  857 1382  0  0 100  0  0 2025-08-25 13:25:55
 0  0      0 31475668   5504 6110280    0    0     0     0  859 1368  0  0 100  0  0 2025-08-25 13:25:56
 0  0      0 31474660   5504 6110280    0    0     0     0  924 1385  0  0 100  0  0 2025-08-25 13:25:57
 0  0      0 31474660   5504 6110280    0    0     0     0  857 1357  0  0 100  0  0 2025-08-25 13:25:58
 0  0      0 31474660   5504 6110280    0    0     0    52  975 1438  0  0 100  0  0 2025-08-25 13:25:59
 0  0      0 31474408   5504 6110280    0    0     0    16 2534 2920  0  0 100  0  0 2025-08-25 13:26:00
 0  0      0 31474408   5504 6110280    0    0     0     0  902 1389  0  0 100  0  0 2025-08-25 13:26:01
 0  0      0 31474408   5504 6110280    0    0     0     0  968 1379  0  0 100  0  0 2025-08-25 13:26:02
 0  0      0 31474408   5504 6110280    0    0     0     0  845 1388  0  0 100  0  0 2025-08-25 13:26:03
 0  0      0 31474408   5504 6110280    0    0     0    44  840 1351  0  0 100  0  0 2025-08-25 13:26:04
 0  0      0 31474408   5504 6110280    0    0     0     4  866 1363  0  0 100  0  0 2025-08-25 13:26:05
 0  0      0 31474408   5504 6110280    0    0     0     0  907 1391  0  0 100  0  0 2025-08-25 13:26:06
 1  0      0 31474408   5504 6110280    0    0     0     0  875 1380  0  0 100  0  0 2025-08-25 13:26:07
 0  0      0 31474408   5504 6110280    0    0     0     8  909 1369  0  0 100  0  0 2025-08-25 13:26:08
 0  0      0 31474408   5504 6110280    0    0     0    40  959 1384  0  0 100  0  0 2025-08-25 13:26:09
 0  0      0 31474408   5504 6110284    0    0     0     0  915 1469  0  0 100  0  0 2025-08-25 13:26:10
 0  0      0 31474408   5504 6110284    0    0     0     8  995 1475  0  0 100  0  0 2025-08-25 13:26:11
 0  0      0 31474408   5504 6110284    0    0     0     0  876 1373  0  0 100  0  0 2025-08-25 13:26:12
 0  0      0 31474408   5504 6110284    0    0     0     0  898 1389  0  0 100  0  0 2025-08-25 13:26:13
 0  0      0 31474408   5504 6110284    0    0     0    44  848 1366  0  0 100  0  0 2025-08-25 13:26:14
 0  0      0 31474408   5504 6110284    0    0     0     5  907 1450  0  0 100  0  0 2025-08-25 13:26:15
 0  0      0 31474408   5504 6110284    0    0     0     0  890 1405  0  0 100  0  0 2025-08-25 13:26:16
 0  0      0 31474156   5504 6110284    0    0     0     4 2578 2919  0  0 100  0  0 2025-08-25 13:26:17
 0  0      0 31474156   5504 6110284    0    0     0     0  817 1347  0  0 100  0  0 2025-08-25 13:26:18
 0  0      0 31473652   5504 6110284    0    0     0    64  862 1404  0  0 100  0  0 2025-08-25 13:26:19
 0  0      0 31473652   5504 6110284    0    0     0     0  861 1376  0  0 100  0  0 2025-08-25 13:26:20
 0  0      0 31473652   5504 6110284    0    0     0     4  948 1407  0  0 100  0  0 2025-08-25 13:26:21
 0  0      0 31473652   5504 6110284    0    0     0     0 1047 1464  0  0 100  0  0 2025-08-25 13:26:22
 1  0      0 31473652   5504 6110284    0    0     0     4 1257 1606  0  0 100  0  0 2025-08-25 13:26:23
 0  0      0 31473652   5504 6110284    0    0     0    48 1137 1548  0  0 100  0  0 2025-08-25 13:26:24
 0  0      0 31473652   5504 6110284    0    0     0     0 1139 1501  0  0 100  0  0 2025-08-25 13:26:25
 0  0      0 31473652   5504 6110284    0    0     0     0 1160 1547  0  0 100  0  0 2025-08-25 13:26:26
 0  0      0 31473652   5504 6110284    0    0     0     0 1138 1555  0  0 100  0  0 2025-08-25 13:26:27
 0  0      0 31473652   5504 6110284    0    0     0     0 1154 1556  0  0 100  0  0 2025-08-25 13:26:28
 0  0      0 31473400   5504 6110284    0    0     0     4 1120 1540  0  0 100  0  0 2025-08-25 13:26:29
 0  0      0 31473400   5504 6110284    0    0     0    48 1193 1545  0  0 100  0  0 2025-08-25 13:26:30
 0  0      0 31473400   5504 6110284    0    0     0     0 1186 1587  0  0 100  0  0 2025-08-25 13:26:31
 0  0      0 31473400   5504 6110284    0    0     0     0 1007 1440  0  0 100  0  0 2025-08-25 13:26:32
 0  0      0 31473400   5504 6110284    0    0     0     0  993 1426  0  0 100  0  0 2025-08-25 13:26:33
 0  0      0 31473400   5504 6110284    0    0     0     0  833 1349  0  0 100  0  0 2025-08-25 13:26:34
 0  0      0 31473400   5504 6110284    0    0     0    56  935 1433  0  0 100  0  0 2025-08-25 13:26:35
 1  0      0 31473400   5504 6110284    0    0     0     0  893 1370  0  0 100  0  0 2025-08-25 13:26:36
 0  0      0 31475572   5504 6110284    0    0     0     0  936 1419  0  0 100  0  0 2025-08-25 13:26:37
 0  0      0 31475572   5504 6110284    0    0     0     0  840 1350  0  0 100  0  0 2025-08-25 13:26:38
 0  0      0 31475572   5504 6110284    0    0     0     0  829 1391  0  0 100  0  0 2025-08-25 13:26:39
 0  0      0 31475572   5504 6110284    0    0     0    52 3982 4295  0  0 100  0  0 2025-08-25 13:26:40
 0  0      0 31475572   5504 6110284    0    0     0     4  849 1390  0  0 100  0  0 2025-08-25 13:26:41
 0  0      0 31475572   5504 6110284    0    0     0     0 1668 1824  0  0 100  0  0 2025-08-25 13:26:42
 0  1      0 31475572   5504 6110284    0    0     0     0 1924 2002  0  0 99  1  0 2025-08-25 13:26:43
 0  0      0 31475572   5504 6110284    0    0     0     0 1770 1864  0  0 99  1  0 2025-08-25 13:26:44
 0  0      0 31475572   5504 6110284    0    0     0    72  974 1433  0  0 100  0  0 2025-08-25 13:26:45
 0  0      0 31475572   5504 6110284    0    0     0     1  891 1393  0  0 100  0  0 2025-08-25 13:26:46
 0  0      0 31475572   5504 6110284    0    0     0     4  869 1402  0  0 100  0  0 2025-08-25 13:26:47
 0  0      0 31475572   5504 6110284    0    0     0     0  903 1357  0  0 100  0  0 2025-08-25 13:26:48
 0  0      0 31475572   5504 6110288    0    0     0     0  927 1397  0  0 100  0  0 2025-08-25 13:26:49
 0  0      0 31475572   5504 6110288    0    0     0    40  878 1375  0  0 100  0  0 2025-08-25 13:26:50
 0  0      0 31475572   5504 6110288    0    0     0     0  894 1412  0  0 100  0  0 2025-08-25 13:26:51
 0  0      0 31475572   5504 6110288    0    0     0     8  923 1381  0  0 100  0  0 2025-08-25 13:26:52
 0  0      0 31475572   5504 6110288    0    0     0     8  897 1381  0  0 100  0  0 2025-08-25 13:26:53
 0  0      0 31475572   5504 6110288    0    0     0     0  786 1341  0  0 100  0  0 2025-08-25 13:26:54
 0  0      0 31475572   5504 6110288    0    0     0    44  859 1389  0  0 100  0  0 2025-08-25 13:26:55
 0  0      0 31475572   5504 6110288    0    0     0     0 1039 1701  0  0 100  0  0 2025-08-25 13:26:56
 0  0      0 31474816   5504 6110288    0    0     0     0 1057 1430  0  0 100  0  0 2025-08-25 13:26:57
 0  0      0 31474816   5504 6110288    0    0     0     0  917 1356  0  0 100  0  0 2025-08-25 13:26:58
 0  0      0 31474816   5504 6110288    0    0     0     4  955 1420  0  0 100  0  0 2025-08-25 13:26:59
 0  0      0 31474816   5504 6110288    0    0     0    64 2584 2923  0  0 100  0  0 2025-08-25 13:27:00
 0  0      0 31474816   5504 6110288    0    0     0     0  940 1409  0  0 100  0  0 2025-08-25 13:27:01
 0  0      0 31474816   5504 6110288    0    0     0     0  891 1358  0  0 100  0  0 2025-08-25 13:27:02
 0  0      0 31474816   5504 6110288    0    0     0     0  948 1416  0  0 100  0  0 2025-08-25 13:27:03
 0  0      0 31474816   5504 6110288    0    0     0     0  831 1339  0  0 100  0  0 2025-08-25 13:27:04
 0  0      0 31474816   5504 6110288    0    0     0    44  861 1360  0  0 100  0  0 2025-08-25 13:27:05
 1  0      0 31474816   5504 6110288    0    0     0     0  889 1380  0  0 100  0  0 2025-08-25 13:27:06
 0  0      0 31474816   5504 6110288    0    0     0     0  963 1439  0  0 100  0  0 2025-08-25 13:27:07
 0  0      0 31474816   5504 6110288    0    0     0     0  930 1377  0  0 100  0  0 2025-08-25 13:27:08
 0  0      0 31474816   5504 6110288    0    0     0     8  892 1369  0  0 100  0  0 2025-08-25 13:27:09
 0  0      0 31474816   5504 6110288    0    0     0     0  897 1436  0  0 100  0  0 2025-08-25 13:27:10
 0  0      0 31474816   5504 6110288    0    0     0    44  934 1455  0  0 100  0  0 2025-08-25 13:27:11
 0  0      0 31474816   5504 6110288    0    0     0     0  888 1371  0  0 100  0  0 2025-08-25 13:27:12
 0  0      0 31474816   5504 6110288    0    0     0     0  913 1385  0  0 100  0  0 2025-08-25 13:27:13
 0  0      0 31474816   5504 6110288    0    0     0     0  841 1358  0  0 100  0  0 2025-08-25 13:27:14
 0  0      0 31474816   5504 6110288    0    0     0     0  911 1410  0  0 100  0  0 2025-08-25 13:27:15
 0  0      0 31474816   5504 6110288    0    0     0    69  892 1440  0  0 100  0  0 2025-08-25 13:27:16
 0  0      0 31473560   5504 6110288    0    0     0     4  982 1409  0  0 100  0  0 2025-08-25 13:27:17
 0  0      0 31473560   5504 6110288    0    0     0     0  832 1360  0  0 100  0  0 2025-08-25 13:27:18
 0  0      0 31476972   5504 6110288    0    0     0     0 1015 1488  0  0 100  0  0 2025-08-25 13:27:19
 0  0      0 31476972   5504 6110288    0    0     0     0  811 1358  0  0 100  0  0 2025-08-25 13:27:20
 0  0      0 31476972   5504 6110288    0    0     0    64 1050 1441  0  0 100  0  0 2025-08-25 13:27:21
 0  0      0 31476972   5504 6110288    0    0     0     0  863 1364  0  0 100  0  0 2025-08-25 13:27:22
 0  0      0 31476972   5504 6110288    0    0     0    57 4039 4390  0  0 100  0  0 2025-08-25 13:27:23
 0  0      0 31476972   5504 6110288    0    0     0     0  885 1402  0  0 100  0  0 2025-08-25 13:27:24
 0  0      0 31476972   5504 6110288    0    0     0     0  872 1360  0  0 100  0  0 2025-08-25 13:27:25
 0  0      0 31476972   5504 6110288    0    0     0    60  892 1394  0  0 100  0  0 2025-08-25 13:27:26
 0  0      0 31476972   5504 6110288    0    0     0     0  899 1394  0  0 100  0  0 2025-08-25 13:27:27
 0  0      0 31476972   5504 6110288    0    0     0     0  869 1357  0  0 100  0  0 2025-08-25 13:27:28
 0  0      0 31476972   5504 6110292    0    0     0     8  909 1385  0  0 100  0  0 2025-08-25 13:27:29
 0  0      0 31476972   5504 6110292    0    0     0     8  934 1406  0  0 100  0  0 2025-08-25 13:27:30
 1  0      0 31476972   5504 6110292    0    0     0    44  925 1437  0  0 100  0  0 2025-08-25 13:27:31
 0  0      0 31476972   5504 6110292    0    0     0     0  866 1357  0  0 100  0  0 2025-08-25 13:27:32
 0  0      0 31476972   5504 6110292    0    0     0     0  886 1366  0  0 100  0  0 2025-08-25 13:27:33
 0  0      0 31476972   5504 6110292    0    0     0     0  892 1368  0  0 100  0  0 2025-08-25 13:27:34
 0  0      0 31476972   5504 6110292    0    0     0     4  922 1434  0  0 100  0  0 2025-08-25 13:27:35
 0  0      0 31476972   5504 6110292    0    0     0    52  886 1396  0  0 100  0  0 2025-08-25 13:27:36
 0  0      0 31477288   5504 6110292    0    0     0     0  929 1396  0  0 100  0  0 2025-08-25 13:27:37
 0  0      0 31477288   5504 6110292    0    0     0     0  894 1398  0  0 100  0  0 2025-08-25 13:27:38
 0  0      0 31477288   5504 6110292    0    0     0     0  850 1393  0  0 100  0  0 2025-08-25 13:27:39
 0  0      0 31477288   5504 6110292    0    0     0     0  851 1350  0  0 100  0  0 2025-08-25 13:27:40
 0  0      0 31477288   5504 6110292    0    0     0    52  885 1389  0  0 100  0  0 2025-08-25 13:27:41
 0  0      0 31477288   5504 6110292    0    0     0     0  871 1344  0  0 100  0  0 2025-08-25 13:27:42
 0  0      0 31477288   5504 6110292    0    0     0     0  874 1404  0  0 100  0  0 2025-08-25 13:27:43
 0  0      0 31477288   5504 6110292    0    0     0     0  839 1351  0  0 100  0  0 2025-08-25 13:27:44
 0  0      0 31477288   5504 6110292    0    0     0     0 1010 1369  0  0 100  0  0 2025-08-25 13:27:45
 0  0      0 31477288   5504 6110292    0    0     0   174 4037 4376  0  0 100  0  0 2025-08-25 13:27:46
 0  0      0 31477288   5504 6110292    0    0     0     4 1017 1409  0  0 100  0  0 2025-08-25 13:27:47
 0  0      0 31477288   5504 6110292    0    0     0     0  808 1340  0  0 100  0  0 2025-08-25 13:27:48
 0  0      0 31477288   5504 6110292    0    0     0     0  817 1342  0  0 100  0  0 2025-08-25 13:27:49
 1  0      0 31477288   5504 6110292    0    0     0     0  838 1357  0  0 100  0  0 2025-08-25 13:27:50
 0  0      0 31477288   5504 6110292    0    0     0    40  881 1423  0  0 100  0  0 2025-08-25 13:27:51
 0  0      0 31477288   5504 6110292    0    0     0     0  878 1346  0  0 100  0  0 2025-08-25 13:27:52
 0  0      0 31477288   5504 6110292    0    0     0     4  880 1364  0  0 100  0  0 2025-08-25 13:27:53
 0  0      0 31477288   5504 6110292    0    0     0     8  836 1340  0  0 100  0  0 2025-08-25 13:27:54
 0  0      0 31477288   5504 6110292    0    0     0     0  944 1422  0  0 100  0  0 2025-08-25 13:27:55
 0  0      0 31477288   5504 6110292    0    0     0     0  994 1387  0  0 100  0  0 2025-08-25 13:27:56
 0  0      0 31476028   5504 6110292    0    0     0    52 1145 1755  0  0 100  0  0 2025-08-25 13:27:57
 0  0      0 31476028   5504 6110292    0    0     0     0  947 1371  0  0 100  0  0 2025-08-25 13:27:58
 0  0      0 31476028   5504 6110292    0    0     0     4  937 1429  0  0 100  0  0 2025-08-25 13:27:59
 0  0      0 31476028   5504 6110292    0    0     0    32 2533 2915  0  0 100  0  0 2025-08-25 13:28:00
 2  0      0 31476028   5504 6110300    0    0     0     0  932 1397  0  0 100  0  0 2025-08-25 13:28:01
 0  0      0 31476028   5504 6110300    0    0     0    56  914 1389  0  0 100  0  0 2025-08-25 13:28:02
 0  0      0 31476028   5504 6110300    0    0     0     0  950 1412  0  0 100  0  0 2025-08-25 13:28:03
 0  0      0 31476028   5504 6110300    0    0     0     0  896 1376  0  0 100  0  0 2025-08-25 13:28:04
 0  0      0 31476028   5504 6110300    0    0     0     4  839 1382  0  0 100  0  0 2025-08-25 13:28:05
 0  0      0 31476028   5504 6110300    0    0     0     0  870 1379  0  0 100  0  0 2025-08-25 13:28:06
 0  0      0 31476028   5504 6110300    0    0     0    44  898 1411  0  0 100  0  0 2025-08-25 13:28:07
 0  0      0 31476028   5504 6110304    0    0     0     0  872 1379  0  0 100  0  0 2025-08-25 13:28:08
 0  0      0 31476028   5504 6110304    0    0     0     0  858 1370  0  0 100  0  0 2025-08-25 13:28:09
 0  0      0 31476028   5504 6110304    0    0     0     0  888 1426  0  0 100  0  0 2025-08-25 13:28:10
 0  0      0 31476028   5504 6110304    0    0     0     8  967 1445  0  0 100  0  0 2025-08-25 13:28:11
 0  0      0 31476028   5504 6110304    0    0     0    44  923 1368  0  0 100  0  0 2025-08-25 13:28:12
 0  0      0 31476028   5504 6110304    0    0     0     0  817 1358  0  0 100  0  0 2025-08-25 13:28:13
 0  0      0 31476028   5504 6110304    0    0     0     0  825 1355  0  0 100  0  0 2025-08-25 13:28:14
 0  0      0 31476028   5504 6110304    0    0     0     0  909 1415  0  0 100  0  0 2025-08-25 13:28:15
 0  0      0 31476028   5504 6110304    0    0     0     5  879 1408  0  0 100  0  0 2025-08-25 13:28:16
 0  0      0 31476028   5504 6110304    0    0     0    52  961 1419  0  0 100  0  0 2025-08-25 13:28:17
 0  0      0 31476028   5504 6110304    0    0     0     0  834 1330  0  0 100  0  0 2025-08-25 13:28:18
 0  0      0 31476028   5504 6110304    0    0     0     0  852 1401  0  0 100  0  0 2025-08-25 13:28:19
 0  0      0 31476028   5504 6110304    0    0     0     0  878 1366  0  0 100  0  0 2025-08-25 13:28:20
 0  0      0 31476028   5504 6110304    0    0     0     0  797 1344  0  0 100  0  0 2025-08-25 13:28:21
 1  0      0 31476028   5504 6110304    0    0     0    52  825 1353  0  0 100  0  0 2025-08-25 13:28:22
 0  0      0 31476028   5504 6110304    0    0     0     4 4030 4366  0  0 100  0  0 2025-08-25 13:28:23
 0  0      0 31476028   5504 6110304    0    0     0     4  989 1402  0  0 100  0  0 2025-08-25 13:28:24
 0  0      0 31476028   5504 6110304    0    0     0     0  846 1341  0  0 100  0  0 2025-08-25 13:28:25
 0  0      0 31476028   5504 6110304    0    0     0     0  873 1371  0  0 100  0  0 2025-08-25 13:28:26
 0  0      0 31476028   5504 6110304    0    0     0    56  886 1401  0  0 100  0  0 2025-08-25 13:28:27
 0  0      0 31476028   5504 6110304    0    0     0     0  794 1333  0  0 100  0  0 2025-08-25 13:28:28
 0  0      0 31476028   5504 6110304    0    0     0     4  806 1352  0  0 100  0  0 2025-08-25 13:28:29
 0  0      0 31476028   5504 6110304    0    0     0     0  814 1357  0  0 100  0  0 2025-08-25 13:28:30
 0  0      0 31476028   5504 6110304    0    0     0     0  883 1419  0  0 100  0  0 2025-08-25 13:28:31
 0  0      0 31476028   5504 6110304    0    0     0    40  849 1353  0  0 100  0  0 2025-08-25 13:28:32
 0  0      0 31476028   5504 6110304    0    0     0     0  847 1350  0  0 100  0  0 2025-08-25 13:28:33
 0  0      0 31476028   5504 6110304    0    0     0     0  930 1373  0  0 100  0  0 2025-08-25 13:28:34
 0  0      0 31476028   5504 6110304    0    0     0     4  901 1420  0  0 100  0  0 2025-08-25 13:28:35
 0  0      0 31476028   5504 6110304    0    0     0     0  846 1377  0  0 100  0  0 2025-08-25 13:28:36
 0  0      0 31474516   5504 6110304    0    0     0     0  963 1373  0  0 100  0  0 2025-08-25 13:28:37
 0  0      0 31474516   5504 6110304    0    0     0    48  868 1383  0  0 100  0  0 2025-08-25 13:28:38
 0  0      0 31474516   5504 6110304    0    0     0     0  832 1379  0  0 100  0  0 2025-08-25 13:28:39
 0  0      0 31473508   5504 6110304    0    0     0     0  934 1421  0  0 100  0  0 2025-08-25 13:28:40
 0  0      0 31473256   5504 6110304    0    0     0     4  859 1382  0  0 100  0  0 2025-08-25 13:28:41
 0  0      0 31473256   5504 6110304    0    0     0     0 1649 1871  0  0 100  0  0 2025-08-25 13:28:42
 0  0      0 31473004   5504 6110304    0    0     0    68 1819 2009  0  0 100  0  0 2025-08-25 13:28:43
 0  0      0 31473004   5504 6110304    0    0     0     0 1450 1744  0  0 100  0  0 2025-08-25 13:28:44
 0  0      0 31477628   5504 6110304    0    0     0     0  852 1377  0  0 100  0  0 2025-08-25 13:28:45
 0  0      0 31477628   5504 6110308    0    0     0    36 4016 4378  0  0 100  0  0 2025-08-25 13:28:46
 0  0      0 31477628   5504 6110308    0    0     0     8  868 1402  0  0 100  0  0 2025-08-25 13:28:47
 0  0      0 31477628   5504 6110308    0    0     0    44  890 1361  0  0 100  0  0 2025-08-25 13:28:48
 0  0      0 31477628   5504 6110308    0    0     0     0  909 1378  0  0 100  0  0 2025-08-25 13:28:49
 0  0      0 31477628   5504 6110308    0    0     0     0  826 1346  0  0 100  0  0 2025-08-25 13:28:50
 0  0      0 31477628   5504 6110308    0    0     0     0  847 1409  0  0 100  0  0 2025-08-25 13:28:51
 0  0      0 31477628   5504 6110308    0    0     0     0  812 1330  0  0 100  0  0 2025-08-25 13:28:52
 0  0      0 31477628   5504 6110308    0    0     0    52  910 1400  0  0 100  0  0 2025-08-25 13:28:53
 0  0      0 31477628   5504 6110308    0    0     0     0  809 1360  0  0 100  0  0 2025-08-25 13:28:54
 0  0      0 31477628   5504 6110308    0    0     0     8  863 1415  0  0 100  0  0 2025-08-25 13:28:55
 0  0      0 31477628   5504 6110308    0    0     0     0  920 1397  0  0 100  0  0 2025-08-25 13:28:56
 0  0      0 31476620   5504 6110308    0    0     0     0  922 1402  0  0 100  0  0 2025-08-25 13:28:57
 0  0      0 31476620   5504 6110308    0    0     0    44  950 1438  0  0 100  0  0 2025-08-25 13:28:58
 0  0      0 31476620   5504 6110308    0    0     0     4 1113 1776  0  0 100  0  0 2025-08-25 13:28:59
 1  0      0 31476368   5504 6110308    0    0     0    16 2759 3059  0  0 100  0  0 2025-08-25 13:29:00
 0  0      0 31476368   5504 6110308    0    0     0     0  920 1399  0  0 100  0  0 2025-08-25 13:29:01
 0  0      0 31476368   5504 6110180    0    0     0     8  992 1435  0  0 100  0  0 2025-08-25 13:29:02
 0  0      0 31476368   5504 6110180    0    0     0    40 1070 1495  0  0 100  0  0 2025-08-25 13:29:03
 0  0      0 31476368   5504 6110180    0    0     0     0 1072 1476  0  0 100  0  0 2025-08-25 13:29:04
 0  0      0 31476368   5504 6110180    0    0     0     4  987 1467  0  0 100  0  0 2025-08-25 13:29:05
 0  0      0 31476368   5504 6110180    0    0     0     0  998 1468  0  0 100  0  0 2025-08-25 13:29:06
 0  0      0 31476368   5504 6110180    0    0     0     0  984 1468  0  0 100  0  0 2025-08-25 13:29:07
 0  0      0 31476368   5504 6110180    0    0     0    40  984 1426  0  0 100  0  0 2025-08-25 13:29:08
 0  0      0 31476368   5504 6110180    0    0     0     0  892 1362  0  0 100  0  0 2025-08-25 13:29:09
 0  0      0 31476368   5504 6110180    0    0     0     0  930 1479  0  0 100  0  0 2025-08-25 13:29:10
 0  0      0 31476368   5504 6110180    0    0     0     4 1028 1474  0  0 100  0  0 2025-08-25 13:29:11
 0  0      0 31476368   5504 6110180    0    0     0     0  894 1386  0  0 100  0  0 2025-08-25 13:29:12
 0  0      0 31476116   5504 6110180    0    0     0    40  878 1380  0  0 100  0  0 2025-08-25 13:29:13
 0  0      0 31476116   5504 6110180    0    0     0     0  900 1378  0  0 100  0  0 2025-08-25 13:29:14
 0  0      0 31476116   5504 6110180    0    0     0     0  922 1422  0  0 100  0  0 2025-08-25 13:29:15
 0  0      0 31476116   5504 6110180    0    0     0    10  908 1422  0  0 100  0  0 2025-08-25 13:29:16
 0  0      0 31473848   5504 6110180    0    0     0     4  978 1407  0  0 100  0  0 2025-08-25 13:29:17
 0  0      0 31473848   5504 6110180    0    0     0    68  885 1390  0  0 100  0  0 2025-08-25 13:29:18
 0  0      0 31473848   5504 6110180    0    0     0     0  940 1428  0  0 100  0  0 2025-08-25 13:29:19
 0  0      0 31473848   5504 6110180    0    0     0     0  961 1419  0  0 100  0  0 2025-08-25 13:29:20
 0  0      0 31473848   5504 6110180    0    0     0     0  984 1460  0  0 100  0  0 2025-08-25 13:29:21
 0  0      0 31473848   5504 6110180    0    0     0     0 1119 1475  0  0 100  0  0 2025-08-25 13:29:22
 1  0      0 31473848   5504 6110180    0    0     0     4 4052 4424  0  0 100  0  0 2025-08-25 13:29:23
 0  0      0 31473848   5504 6110180    0    0     0    56  941 1403  0  0 100  0  0 2025-08-25 13:29:24
 0  0      0 31473848   5504 6110180    0    0     0     0  871 1352  0  0 100  0  0 2025-08-25 13:29:25
 0  0      0 31473848   5504 6110184    0    0     0     4  941 1428  0  0 100  0  0 2025-08-25 13:29:26
 0  0      0 31473848   5504 6110184    0    0     0     0  939 1429  0  0 100  0  0 2025-08-25 13:29:27
 0  0      0 31473848   5504 6110184    0    0     0     0  868 1365  0  0 100  0  0 2025-08-25 13:29:28
 0  0      0 31473848   5504 6110184    0    0     0    72  893 1398  0  0 100  0  0 2025-08-25 13:29:29
 0  0      0 31473848   5504 6110184    0    0     0     0  899 1388  0  0 100  0  0 2025-08-25 13:29:30
 0  0      0 31473848   5504 6110184    0    0     0     0  898 1425  0  0 100  0  0 2025-08-25 13:29:31
 0  0      0 31473848   5504 6110184    0    0     0     0  837 1350  0  0 100  0  0 2025-08-25 13:29:32
 0  0      0 31473848   5504 6110184    0    0     0     0  823 1339  0  0 100  0  0 2025-08-25 13:29:33
 0  0      0 31473848   5504 6110184    0    0     0    40  852 1363  0  0 100  0  0 2025-08-25 13:29:34
 0  0      0 31473848   5504 6110184    0    0     0     4  905 1430  0  0 100  0  0 2025-08-25 13:29:35
 0  0      0 31452360   5504 6110248    0    0     0    64 4856 12606 11  0 88  0  0 2025-08-25 13:29:36
 0  0      0 31453764   5504 6110256    0    0     0     0  930 1414  0  0 100  0  0 2025-08-25 13:29:37
 0  0      0 31454572   5504 6110256    0    0     0     0 1215 1632  1  0 99  0  0 2025-08-25 13:29:38
 0  0      0 31460940   5504 6110256    0    0     0    88  982 1474  0  0 100  0  0 2025-08-25 13:29:39
 0  0      0 31460940   5504 6110256    0    0     0     0  781 1349  0  0 100  0  0 2025-08-25 13:29:40
 0  0      0 31460688   5504 6110256    0    0     0    76  812 1378  0  0 100  0  0 2025-08-25 13:29:41
 1  0      0 31460924   5504 6110256    0    0     0     8  851 1386  0  0 100  0  0 2025-08-25 13:29:42
 0  0      0 31461176   5504 6110256    0    0     0     0  858 1414  0  0 100  0  0 2025-08-25 13:29:43
 1  0      0 31461176   5504 6110256    0    0     0    52  892 1394  0  0 100  0  0 2025-08-25 13:29:44
 0  0      0 31461176   5504 6110256    0    0     0     0  819 1355  0  0 100  0  0 2025-08-25 13:29:45
 2  0      0 31444288   5504 6110292    0    0     0     8 14246 40411 33  1 66  0  0 2025-08-25 13:29:46
 0  0      0 31443784   5504 6110312    0    0     0    93 2883 7092  5  0 94  0  0 2025-08-25 13:29:47
 0  0      0 31443784   5504 6110312    0    0     0     0  896 1406  0  0 100  0  0 2025-08-25 13:29:48
 0  0      0 31443784   5504 6110312    0    0     0    60  808 1355  0  0 100  0  0 2025-08-25 13:29:49
 0  0      0 31443784   5504 6110312    0    0     0     0  787 1360  0  0 100  0  0 2025-08-25 13:29:50
 0  0      0 31443784   5504 6110312    0    0     0    68  913 1467  0  0 100  0  0 2025-08-25 13:29:51
 0  0      0 31443784   5504 6110312    0    0     0     0  848 1368  0  0 100  0  0 2025-08-25 13:29:52
 0  0      0 31443784   5504 6110312    0    0     0     4  826 1341  0  0 100  0  0 2025-08-25 13:29:53
 0  0      0 31443784   5504 6110312    0    0     0    40  785 1350  0  0 100  0  0 2025-08-25 13:29:54
 0  0      0 31443784   5504 6110312    0    0     0     0  921 1417  0  0 100  0  0 2025-08-25 13:29:55
 0  0      0 31443784   5504 6110312    0    0     0    12  906 1400  0  0 100  0  0 2025-08-25 13:29:56
 0  0      0 31444616   5504 6110312    0    0     0     0  929 1415  0  0 100  0  0 2025-08-25 13:29:57
 0  0      0 31444140   5504 6110312    0    0     0     0 1450 1706  1  0 99  0  0 2025-08-25 13:29:58
 0  0      0 31444140   5504 6110312    0    0     0    64  872 1419  0  0 100  0  0 2025-08-25 13:29:59
 0  0      0 31443900   5504 6110492    0    0     0    16 2793 3375  0  0 99  0  0 2025-08-25 13:30:00
 0  0      0 31443900   5504 6110492    0    0     0     0  827 1365  0  0 100  0  0 2025-08-25 13:30:01
